5.019999999999999574e+00 5.585529999999999973e+02 7.926500000000000057e+01 2.251000000000000156e+01 1.239657559999999989e+02 1.370000000000000107e+00
5.480000000000000426e+00 6.187029999999999745e+02 8.242300000000000182e+01 2.273999999999999844e+01 1.239657559999999989e+02 1.506000000000000005e+00
5.009999999999999787e+00 7.239660000000000082e+02 8.452899999999999636e+01 2.246999999999999886e+01 1.314845530000000053e+02 1.804999999999999938e+00
5.530000000000000249e+00 6.337409999999999854e+02 8.452899999999999636e+01 2.262999999999999901e+01 1.540409439999999961e+02 1.532999999999999918e+00
5.410000000000000142e+00 6.487789999999999964e+02 8.558100000000000307e+01 2.201000000000000156e+01 1.615597410000000025e+02 3.112000000000000099e+00
5.910000000000000142e+00 7.089289999999999736e+02 8.242300000000000182e+01 2.275000000000000000e+01 1.690785380000000089e+02 1.560000000000000053e+00
5.169999999999999929e+00 6.863730000000000473e+02 8.242300000000000182e+01 2.226000000000000156e+01 1.540409439999999961e+02 1.151999999999999913e+00
5.150000000000000355e+00 7.089289999999999736e+02 8.452899999999999636e+01 2.221999999999999886e+01 1.615597410000000025e+02 1.316000000000000059e+00
5.669999999999999929e+00 9.420119999999999436e+02 8.663400000000000034e+01 2.248999999999999844e+01 2.141913199999999904e+02 1.560000000000000053e+00
5.179999999999999716e+00 7.390040000000000191e+02 8.979200000000000159e+01 2.255000000000000071e+01 1.615597410000000025e+02 2.458000000000000185e+00
5.599999999999999645e+00 7.239660000000000082e+02 8.452899999999999636e+01 2.207000000000000028e+01 1.540409439999999961e+02 1.479000000000000092e+00
5.459999999999999964e+00 6.938909999999999627e+02 7.926500000000000057e+01 2.267000000000000171e+01 1.991537260000000060e+02 2.785000000000000142e+00
5.919999999999999929e+00 6.788540000000000418e+02 8.137099999999999511e+01 2.285999999999999943e+01 1.765973349999999868e+02 1.288000000000000034e+00
5.080000000000000071e+00 7.690789999999999509e+02 9.084399999999999409e+01 2.233999999999999986e+01 1.615597410000000025e+02 1.370000000000000107e+00
5.059999999999999609e+00 7.765979999999999563e+02 8.558100000000000307e+01 2.212999999999999901e+01 1.765973349999999868e+02 1.451999999999999957e+00
5.870000000000000107e+00 6.412599999999999909e+02 8.979200000000000159e+01 2.255999999999999872e+01 1.690785380000000089e+02 1.260999999999999899e+00
5.639999999999999680e+00 7.765979999999999563e+02 9.295000000000000284e+01 2.205000000000000071e+01 1.690785380000000089e+02 2.376999999999999780e+00
5.549999999999999822e+00 7.014099999999999682e+02 9.084399999999999409e+01 2.278999999999999915e+01 2.066725230000000124e+02 1.151999999999999913e+00
5.910000000000000142e+00 7.690789999999999509e+02 9.084399999999999409e+01 2.221000000000000085e+01 1.841161319999999932e+02 1.151999999999999913e+00
5.169999999999999929e+00 7.164479999999999791e+02 9.295000000000000284e+01 2.296000000000000085e+01 2.141913199999999904e+02 1.370000000000000107e+00
5.700000000000000178e+00 6.562970000000000255e+02 9.084399999999999409e+01 2.260999999999999943e+01 1.765973349999999868e+02 1.316000000000000059e+00
5.530000000000000249e+00 7.089289999999999736e+02 9.821299999999999386e+01 2.294000000000000128e+01 1.690785380000000089e+02 1.207000000000000073e+00
5.820000000000000284e+00 6.938909999999999627e+02 9.715999999999999659e+01 2.232000000000000028e+01 1.765973349999999868e+02 1.423999999999999932e+00
5.730000000000000426e+00 8.141920000000000073e+02 9.610699999999999932e+01 2.264999999999999858e+01 1.841161319999999932e+02 2.486000000000000210e+00
5.870000000000000107e+00 7.314850000000000136e+02 1.003179999999999978e+02 2.248000000000000043e+01 1.991537260000000060e+02 1.179999999999999938e+00
5.530000000000000249e+00 9.044180000000000064e+02 1.003179999999999978e+02 2.278000000000000114e+01 2.217101169999999968e+02 1.316000000000000059e+00
5.700000000000000178e+00 9.194550000000000409e+02 1.003179999999999978e+02 2.201000000000000156e+01 1.841161319999999932e+02 1.370000000000000107e+00
5.830000000000000071e+00 7.765979999999999563e+02 9.821299999999999386e+01 2.225000000000000000e+01 1.765973349999999868e+02 1.125000000000000000e+00
5.339999999999999858e+00 6.036660000000000537e+02 9.189700000000000557e+01 2.217000000000000171e+01 1.765973349999999868e+02 1.233999999999999986e+00
5.429999999999999716e+00 6.938909999999999627e+02 1.013709999999999951e+02 2.255999999999999872e+01 1.615597410000000025e+02 1.397000000000000020e+00
5.559999999999999609e+00 7.690789999999999509e+02 1.013709999999999951e+02 2.212000000000000099e+01 1.841161319999999932e+02 1.316000000000000059e+00
5.330000000000000071e+00 8.141920000000000073e+02 1.034759999999999991e+02 2.280000000000000071e+01 1.841161319999999932e+02 1.233999999999999986e+00
5.599999999999999645e+00 8.893799999999999955e+02 1.066340000000000003e+02 2.251000000000000156e+01 2.593041020000000003e+02 1.451999999999999957e+00
5.030000000000000249e+00 8.893799999999999955e+02 1.108439999999999941e+02 2.214000000000000057e+01 2.292289140000000032e+02 1.560000000000000053e+00
5.389999999999999680e+00 9.119360000000000355e+02 1.108439999999999941e+02 2.237000000000000099e+01 2.442665079999999875e+02 1.451999999999999957e+00
5.200000000000000178e+00 9.871240000000000236e+02 1.129500000000000028e+02 2.223999999999999844e+01 2.442665079999999875e+02 1.506000000000000005e+00
5.860000000000000320e+00 9.495299999999999727e+02 1.161069999999999993e+02 2.217999999999999972e+01 2.593041020000000003e+02 1.370000000000000107e+00
5.089999999999999858e+00 9.420119999999999436e+02 1.213709999999999951e+02 2.280999999999999872e+01 2.893792900000000259e+02 1.125000000000000000e+00
5.019999999999999574e+00 9.420119999999999436e+02 1.213709999999999951e+02 2.235000000000000142e+01 2.367477110000000096e+02 1.423999999999999932e+00
5.959999999999999964e+00 8.668239999999999554e+02 1.255810000000000031e+02 2.264000000000000057e+01 2.292289140000000032e+02 1.260999999999999899e+00
5.830000000000000071e+00 7.615599999999999454e+02 1.213709999999999951e+02 2.203999999999999915e+01 2.442665079999999875e+02 1.423999999999999932e+00
5.389999999999999680e+00 8.217110000000000127e+02 1.192650000000000006e+02 2.244999999999999929e+01 2.593041020000000003e+02 1.506000000000000005e+00
5.730000000000000426e+00 8.743419999999999845e+02 1.213709999999999951e+02 2.267999999999999972e+01 2.668228990000000067e+02 1.233999999999999986e+00
5.059999999999999609e+00 8.893799999999999955e+02 1.245289999999999964e+02 2.210999999999999943e+01 3.194544779999999946e+02 3.491999999999999993e+00
5.709999999999999964e+00 9.645679999999999836e+02 1.224230000000000018e+02 2.242999999999999972e+01 2.893792900000000259e+02 1.588000000000000078e+00
5.309999999999999609e+00 8.818609999999999900e+02 1.192650000000000006e+02 2.232999999999999829e+01 2.818604930000000195e+02 1.588000000000000078e+00
5.519999999999999574e+00 9.269740000000000464e+02 1.192650000000000006e+02 2.296000000000000085e+01 3.044168839999999818e+02 1.098000000000000087e+00
5.769999999999999574e+00 8.517859999999999445e+02 1.171599999999999966e+02 2.282999999999999829e+01 2.968980869999999754e+02 1.669000000000000039e+00
5.419999999999999929e+00 9.044180000000000064e+02 1.171599999999999966e+02 2.253999999999999915e+01 3.269732750000000010e+02 1.697000000000000064e+00
5.370000000000000107e+00 8.743419999999999845e+02 1.171599999999999966e+02 2.285000000000000142e+01 4.322364329999999768e+02 1.423999999999999932e+00
5.969999999999999751e+00 8.367480000000000473e+02 1.182129999999999939e+02 2.294999999999999929e+01 2.968980869999999754e+02 2.403999999999999915e+00
5.059999999999999609e+00 9.194550000000000409e+02 1.161069999999999993e+02 2.276999999999999957e+01 3.119356809999999882e+02 2.649000000000000021e+00
5.110000000000000320e+00 9.495299999999999727e+02 1.087390000000000043e+02 2.278000000000000114e+01 2.893792900000000259e+02 2.431000000000000050e+00
5.589999999999999858e+00 7.690789999999999509e+02 8.031799999999999784e+01 2.287999999999999901e+01 2.066725230000000124e+02 1.423999999999999932e+00
5.639999999999999680e+00 7.164479999999999791e+02 7.189700000000000557e+01 2.219000000000000128e+01 2.367477110000000096e+02 1.316000000000000059e+00
5.889999999999999680e+00 5.961470000000000482e+02 5.400200000000000244e+01 2.242999999999999972e+01 1.916349289999999996e+02 1.125000000000000000e+00
5.040000000000000036e+00 6.111849999999999454e+02 4.768599999999999994e+01 2.223000000000000043e+01 1.615597410000000025e+02 1.397000000000000020e+00
5.959999999999999964e+00 4.984030000000000200e+02 3.715999999999999659e+01 2.273999999999999844e+01 1.540409439999999961e+02 1.288000000000000034e+00
5.190000000000000391e+00 4.307330000000000041e+02 2.347599999999999909e+01 2.298999999999999844e+01 1.089281620000000004e+02 1.342999999999999972e+00
5.530000000000000249e+00 2.803570000000000277e+02 1.926500000000000057e+01 2.258999999999999986e+01 9.389056800000000180e+01 9.889999999999999902e-01
5.209999999999999964e+00 2.728389999999999986e+02 1.610699999999999932e+01 2.205000000000000071e+01 1.014093649999999940e+02 1.288000000000000034e+00
5.660000000000000142e+00 2.653199999999999932e+02 1.400200000000000067e+01 2.264999999999999858e+01 7.133417699999999684e+01 1.016000000000000014e+00
5.870000000000000107e+00 1.826129999999999995e+02 1.084399999999999942e+01 2.296999999999999886e+01 6.381537999999999755e+01 1.260999999999999899e+00
5.129999999999999893e+00 1.450190000000000055e+02 8.739000000000000767e+00 2.291000000000000014e+01 5.629658299999999826e+01 1.506000000000000005e+00
5.719999999999999751e+00 1.149440000000000026e+02 7.685999999999999943e+00 2.287999999999999901e+01 4.125898899999999969e+01 1.370000000000000107e+00
5.080000000000000071e+00 1.299819999999999993e+02 6.634000000000000341e+00 2.235999999999999943e+01 4.877778599999999898e+01 1.070999999999999952e+00
5.019999999999999574e+00 9.990600000000000591e+01 5.581000000000000405e+00 2.285000000000000142e+01 4.125898899999999969e+01 1.342999999999999972e+00
5.530000000000000249e+00 6.983100000000000307e+01 5.581000000000000405e+00 2.210999999999999943e+01 4.125898899999999969e+01 2.512999999999999901e+00
5.110000000000000320e+00 6.983100000000000307e+01 3.475999999999999979e+00 2.237999999999999901e+01 4.877778599999999898e+01 1.233999999999999986e+00
5.259999999999999787e+00 5.479399999999999693e+01 3.475999999999999979e+00 2.221000000000000085e+01 4.877778599999999898e+01 1.451999999999999957e+00
5.400000000000000355e+00 5.479399999999999693e+01 2.423000000000000043e+00 2.273000000000000043e+01 4.877778599999999898e+01 1.506000000000000005e+00
5.910000000000000142e+00 6.231199999999999761e+01 2.423000000000000043e+00 2.228000000000000114e+01 3.374019200000000041e+01 9.889999999999999902e-01
5.719999999999999751e+00 7.734999999999999432e+01 2.423000000000000043e+00 2.282999999999999829e+01 2.622139500000000112e+01 1.042999999999999927e+00
5.879999999999999893e+00 3.975600000000000023e+01 2.423000000000000043e+00 2.221999999999999886e+01 1.870259799999999828e+01 9.350000000000000533e-01
5.059999999999999609e+00 4.727499999999999858e+01 2.423000000000000043e+00 2.214999999999999858e+01 1.870259799999999828e+01 8.800000000000000044e-01
5.540000000000000036e+00 3.975600000000000023e+01 2.423000000000000043e+00 2.221999999999999886e+01 1.870259799999999828e+01 1.370000000000000107e+00
5.360000000000000320e+00 3.223700000000000188e+01 2.423000000000000043e+00 2.217999999999999972e+01 1.870259799999999828e+01 1.098000000000000087e+00
5.190000000000000391e+00 3.223700000000000188e+01 2.423000000000000043e+00 2.300000000000000000e+01 1.870259799999999828e+01 1.179999999999999938e+00
5.639999999999999680e+00 4.727499999999999858e+01 3.475999999999999979e+00 2.269999999999999929e+01 1.870259799999999828e+01 1.098000000000000087e+00
5.879999999999999893e+00 3.223700000000000188e+01 2.423000000000000043e+00 2.239999999999999858e+01 1.870259799999999828e+01 8.800000000000000044e-01
5.889999999999999680e+00 3.223700000000000188e+01 3.475999999999999979e+00 2.298999999999999844e+01 1.870259799999999828e+01 8.800000000000000044e-01
